Gene stable ID	Mouse gene stable ID	Mouse gene name	Gene name
ENSG00000220212			OR4F1P
ENSG00000204889	ENSMUSG00000059169	Krt40	KRT40
ENSG00000217929			CICP18
ENSG00000234125			EEF1GP8
ENSG00000273471			AC112229.4
ENSG00000249618			LINC02465
ENSG00000227574			AC112229.2
ENSG00000269437	ENSMUSG00000031410	Nxf7	NXF2B
ENSG00000269437	ENSMUSG00000009941	Nxf2	NXF2B
ENSG00000230596			GPAA1P2
ENSG00000218577			AL035696.2
ENSG00000184115			AC112229.1
ENSG00000231570			PPIAP63
ENSG00000205653			AL035696.1
ENSG00000184530	ENSMUSG00000015519	2310057J18Rik	C6orf58
ENSG00000285578			AL035696.4
ENSG00000263667			AL035696.3
ENSG00000258561			AL359232.1
ENSG00000227008			AL009174.1
ENSG00000286096			GPC3-AS1
ENSG00000147257	ENSMUSG00000055653	Gpc3	GPC3
ENSG00000234566			RPL7AP71
ENSG00000171723	ENSMUSG00000047454	Gphn	GPHN
ENSG00000163251	ENSMUSG00000045005	Fzd5	FZD5
ENSG00000278694			AL354980.2
ENSG00000219284			AL592291.1
ENSG00000279844			AC096656.1
ENSG00000218187			AL356432.1
ENSG00000167757	ENSMUSG00000067616	Klk11	KLK11
ENSG00000232337			AC009313.2
ENSG00000240634			AC145285.1
ENSG00000251417			AC145285.2
ENSG00000224893			LINC02840
ENSG00000106328	ENSMUSG00000029707	Fscn3	FSCN3
ENSG00000112679	ENSMUSG00000069255	Dusp22	DUSP22
ENSG00000260796			AC145285.3
ENSG00000162630	ENSMUSG00000033849	B3galt2	B3GALT2
ENSG00000217372			TUBB4BP7
ENSG00000220745			AL080276.1
ENSG00000262470			TVP23CP2
ENSG00000236337			FMR1-IT1
ENSG00000276564			AC130650.2
ENSG00000132964	ENSMUSG00000029635	Cdk8	CDK8
ENSG00000172362	ENSMUSG00000048456	Olfr1448	OR5B12
ENSG00000172362	ENSMUSG00000045126	Olfr1445	OR5B12
ENSG00000134371	ENSMUSG00000026361	Cdc73	CDC73
ENSG00000284800	ENSMUSG00000058252	Tcp11x2	AC235565.2
ENSG00000244067			GSTA2
ENSG00000119632	ENSMUSG00000064215	Ifi27	IFI27L2
ENSG00000280882			AP000432.3
ENSG00000179562	ENSMUSG00000029708	Gcc1	GCC1
ENSG00000254470	ENSMUSG00000049562	Ap5b1	AP5B1
ENSG00000005007	ENSMUSG00000058301	Upf1	UPF1
ENSG00000120798	ENSMUSG00000005897	Nr2c1	NR2C1
ENSG00000280542			AC208585.1
ENSG00000131876	ENSMUSG00000030512	Snrpa1	SNRPA1
ENSG00000174898	ENSMUSG00000040828	Catsperd	CATSPERD
ENSG00000235724			AC009299.2
ENSG00000285895			AP003557.2
ENSG00000255299			AP003557.1
ENSG00000004059	ENSMUSG00000020440	Arf5	ARF5
ENSG00000198283	ENSMUSG00000046272	Olfr1444	OR5B21
ENSG00000230184			SMYD3-IT1
ENSG00000166225	ENSMUSG00000020170	Frs2	FRS2
ENSG00000215029	ENSMUSG00000058252	Tcp11x2	TCP11X2
ENSG00000283657			AC074101.1
ENSG00000227737			OR8B1P
ENSG00000248664			AC010273.2
ENSG00000123159	ENSMUSG00000019433	Gipc1	GIPC1
ENSG00000115233	ENSMUSG00000026914	Psmd14	PSMD14
ENSG00000236761			CTAGE9
ENSG00000224370			AC093392.2
ENSG00000213051			RPL5P5
ENSG00000204386	ENSMUSG00000007038	Neu1	NEU1
ENSG00000186810	ENSMUSG00000050232	Cxcr3	CXCR3
ENSG00000232944			AC092423.1
ENSG00000231084			RPL22P24
ENSG00000188761	ENSMUSG00000044165	Bcl2l15	BCL2L15
ENSG00000233583			AL356273.3
ENSG00000180658	ENSMUSG00000043605	Olfr13	OR2A4
ENSG00000238061			AL356273.4
ENSG00000138777	ENSMUSG00000028013	Ppa2	PPA2
ENSG00000116668	ENSMUSG00000052748	Swt1	SWT1
ENSG00000231590			AC235565.1
ENSG00000234595			AC013733.2
ENSG00000264364	ENSMUSG00000020483	Dynll2	DYNLL2
ENSG00000225570			AC013733.1
ENSG00000223873			SAP18P2
ENSG00000260742			AC009962.1
ENSG00000237265			BX276092.7
ENSG00000174808	ENSMUSG00000082361	Btc	BTC
ENSG00000212899	ENSMUSG00000069721	Krtap3-2	KRTAP3-3
ENSG00000212899	ENSMUSG00000069722	Krtap3-3	KRTAP3-3
ENSG00000279207			AC015813.6
ENSG00000141194	ENSMUSG00000060787	Olfr464	OR4D1
ENSG00000212900	ENSMUSG00000069721	Krtap3-2	KRTAP3-2
ENSG00000212900	ENSMUSG00000069722	Krtap3-3	KRTAP3-2
ENSG00000282545			RPL5P32
ENSG00000277361			OCA2
ENSG00000160305	ENSMUSG00000020231	Dip2a	DIP2A
ENSG00000283599	ENSMUSG00000071749	4933412E24Rik	BX276092.9
ENSG00000283599	ENSMUSG00000046774	8030474K03Rik	BX276092.9
ENSG00000283599	ENSMUSG00000118638	AL805980.1	BX276092.9
ENSG00000283599	ENSMUSG00000045010	Gm4779	BX276092.9
ENSG00000229590			MSX2P1
ENSG00000226776			KRTAP3-4P
ENSG00000255713	ENSMUSG00000093920	Olfr463	OR4D2
ENSG00000255713	ENSMUSG00000093839	Olfr462	OR4D2
ENSG00000212901	ENSMUSG00000047564	Krtap3-1	KRTAP3-1
ENSG00000230934			BX276092.4
ENSG00000281852			LINC00891
ENSG00000248923			MTND5P11
ENSG00000119397	ENSMUSG00000057110	Cntrl	CNTRL
ENSG00000249509			NEUROG2-AS1
ENSG00000099800	ENSMUSG00000020219	Timm13	TIMM13
ENSG00000249551			LINC02216
ENSG00000215115	ENSMUSG00000071749	4933412E24Rik	CXorf49
ENSG00000215115	ENSMUSG00000046774	8030474K03Rik	CXorf49
ENSG00000215115	ENSMUSG00000118638	AL805980.1	CXorf49
ENSG00000215115	ENSMUSG00000045010	Gm4779	CXorf49
ENSG00000247627			MTND4P12
ENSG00000249192			MTND3P25
ENSG00000226167			AP4B1-AS1
ENSG00000249128			LINC02215
ENSG00000241890			RPL13P4
ENSG00000244921			MTCYBP18
ENSG00000278627			AC005962.1
ENSG00000261714			AC105137.1
ENSG00000121053	ENSMUSG00000052234	Epx	EPX
ENSG00000286745			AC114311.1
ENSG00000132570	ENSMUSG00000021496	Pcbd2	PCBD2
ENSG00000221852	ENSMUSG00000047253	Krtap1-5	KRTAP1-5
ENSG00000272163			AF106564.1
ENSG00000174720	ENSMUSG00000066107	Gm12666	LARP7
ENSG00000174720	ENSMUSG00000027968	Larp7	LARP7
ENSG00000104722			NEFM
ENSG00000134242	ENSMUSG00000027843	Ptpn22	PTPN22
ENSG00000140400	ENSMUSG00000032295	Man2c1	MAN2C1
ENSG00000147400	ENSMUSG00000031347	Cetn2	CETN2
ENSG00000250092			AC096576.3
ENSG00000226870			BX276092.2
ENSG00000272995			AC097505.1
ENSG00000237182			BX276092.6
ENSG00000109255	ENSMUSG00000029236	Nmu	NMU
ENSG00000280650			KCNIP4-IT1
ENSG00000237717			BX276092.8
ENSG00000257342			AC025165.2
ENSG00000185774	ENSMUSG00000029088	Kcnip4	KCNIP4
ENSG00000273253			AL022328.4
ENSG00000176619	ENSMUSG00000062075	Lmnb2	LMNB2
ENSG00000234442			BX276092.5
ENSG00000216917			AC005587.1
ENSG00000249426			AC093206.1
ENSG00000249119			MTND6P4
ENSG00000152705	ENSMUSG00000021499	Catsper3	CATSPER3
ENSG00000170638	ENSMUSG00000015363	Trabd	TRABD
ENSG00000204887	ENSMUSG00000047253	Krtap1-5	KRTAP1-4
ENSG00000110321	ENSMUSG00000005610	Eif4g2	EIF4G2
ENSG00000221880	ENSMUSG00000047253	Krtap1-5	KRTAP1-3
ENSG00000149782	ENSMUSG00000024960	Plcb3	PLCB3
ENSG00000232320			MXRA7P1
ENSG00000227403			LINC01806
ENSG00000178385	ENSMUSG00000051344	Plekhm3	PLEKHM3
ENSG00000049167	ENSMUSG00000021694	Ercc8	ERCC8
ENSG00000224467			AC009313.1
ENSG00000198868			MTND4LP30
ENSG00000178297	ENSMUSG00000059406	Tmprss9	TMPRSS9
ENSG00000279799			AC006077.2
ENSG00000136560	ENSMUSG00000064289	Tank	TANK
ENSG00000267211			AC003043.2
ENSG00000159339	ENSMUSG00000025330	Padi4	PADI4
ENSG00000165138	ENSMUSG00000066191	Anks6	ANKS6
ENSG00000262558			AC129507.3
ENSG00000262294			AC129507.2
ENSG00000262920			AC129507.4
ENSG00000225111			AC083900.1
ENSG00000171475	ENSMUSG00000038013	Wipf2	WIPF2
ENSG00000262061			AC129507.1
ENSG00000188581	ENSMUSG00000047253	Krtap1-5	KRTAP1-1
ENSG00000271115			EIF2S2P7
ENSG00000283709			FAM238C
ENSG00000285755			AC132153.1
ENSG00000212725	ENSMUSG00000109859	Gm45618	KRTAP2-1
ENSG00000212725	ENSMUSG00000110324	Gm40460	KRTAP2-1
ENSG00000212725	ENSMUSG00000054759	Krtap5-2	KRTAP2-1
ENSG00000212725	ENSMUSG00000056885	Gm4559	KRTAP2-1
ENSG00000261972			CES5A
ENSG00000158164			TMSB15A
ENSG00000229531			Z99127.1
ENSG00000141994	ENSMUSG00000007603	Dus3l	DUS3L
ENSG00000224543			SNRPGP15
ENSG00000280776			LINC01202
ENSG00000203737	ENSMUSG00000118401	Gpr52	GPR52
ENSG00000176318			FOXN3P1
ENSG00000278464			AC068506.1
ENSG00000147383	ENSMUSG00000031349	Nsdhl	NSDHL
ENSG00000196970			NXF4
ENSG00000286527			AL161665.2
ENSG00000085491	ENSMUSG00000040322	Slc25a24	SLC25A24
ENSG00000258619			AL136298.2
ENSG00000259086			KIAA1143P1
ENSG00000276747	ENSMUSG00000040935	Padi6	PADI6
ENSG00000233260			RPSAP63
ENSG00000113327	ENSMUSG00000020436	Gabrg2	GABRG2
ENSG00000186474	ENSMUSG00000044430	Klk12	KLK12
ENSG00000269898			AC018695.2
ENSG00000145349			CAMK2D
ENSG00000275393			AC018695.6
ENSG00000287125			AC018695.9
ENSG00000283453			AC244258.1
ENSG00000156709	ENSMUSG00000036932	Aifm1	AIFM1
ENSG00000272619			AC093673.2
ENSG00000154102	ENSMUSG00000097919	Gm27021	C16orf74
ENSG00000154102	ENSMUSG00000043687	1190005I06Rik	C16orf74
ENSG00000232533			AC093673.1
ENSG00000285929			AL353789.1
ENSG00000073350	ENSMUSG00000020782	Llgl2	LLGL2
ENSG00000155959	ENSMUSG00000031197	Vbp1	VBP1
ENSG00000226545			AL357552.2
ENSG00000257027			AC010186.3
ENSG00000229716			RPL23AP19
ENSG00000132002	ENSMUSG00000005483	Dnajb1	DNAJB1
ENSG00000227337			RPL23AP43
ENSG00000232912			RERE-AS1
ENSG00000164185	ENSMUSG00000046886	Zfp474	ZNF474
ENSG00000224315			RPL7P7
ENSG00000237001			WASF3-AS1
ENSG00000228423			AL357552.3
ENSG00000169570	ENSMUSG00000024505	Dtwd2	DTWD2
ENSG00000124678	ENSMUSG00000062859	Tcp11	TCP11
ENSG00000258490			AL049835.1
ENSG00000270282			AL096855.2
ENSG00000287833			AL157997.2
ENSG00000258796			AL133241.1
ENSG00000249610			AC010255.2
ENSG00000247311			AC010255.1
ENSG00000142599	ENSMUSG00000039852	Rere	RERE
ENSG00000285935			AL159978.1
ENSG00000125375	ENSMUSG00000054894	Dmac2l	DMAC2L
ENSG00000250803	ENSMUSG00000024532	1700034E13Rik	AC010255.3
ENSG00000248682			ARHGAP22-IT1
ENSG00000231906			AC016397.1
ENSG00000132970	ENSMUSG00000029636	Wasf3	WASF3
ENSG00000196553	ENSMUSG00000099418	Gm6657	CCDC196
ENSG00000251413			AC068898.2
ENSG00000177191	ENSMUSG00000059479	B3gnt8	B3GNT8
ENSG00000128805	ENSMUSG00000063506	Arhgap22	ARHGAP22
ENSG00000287265			AL365272.1
ENSG00000274248			AJ011932.1
ENSG00000261209			SULT1C2P2
ENSG00000237223			SULT1C2P1
ENSG00000268987			AC011462.3
ENSG00000161203	ENSMUSG00000022841	Ap2m1	AP2M1
ENSG00000123810	ENSMUSG00000063439	B9d2	B9D2
ENSG00000277172			GAPDHP41
ENSG00000197744			PTMAP2
ENSG00000232077			LINC01031
ENSG00000099797	ENSMUSG00000031708	Tecr	TECR
ENSG00000155749	ENSMUSG00000047528	Flacc1	FLACC1
ENSG00000273188			AL022328.3
ENSG00000287375			AC098825.1
ENSG00000250356			HSPE1P23
ENSG00000259561			AC079075.1
ENSG00000140527	ENSMUSG00000039099	Wdr93	WDR93
ENSG00000214518	ENSMUSG00000109859	Gm45618	KRTAP2-2
ENSG00000214518	ENSMUSG00000110324	Gm40460	KRTAP2-2
ENSG00000214518	ENSMUSG00000054759	Krtap5-2	KRTAP2-2
ENSG00000214518	ENSMUSG00000056885	Gm4559	KRTAP2-2
ENSG00000260879			AL359258.2
ENSG00000248165			AC110760.1
ENSG00000280186			AL359258.3
ENSG00000185078			RPL9P14
ENSG00000249717			PARM1-AS1
ENSG00000248098	ENSMUSG00000060376	Bckdha	BCKDHA
ENSG00000212724	ENSMUSG00000109859	Gm45618	KRTAP2-3
ENSG00000212724	ENSMUSG00000110324	Gm40460	KRTAP2-3
ENSG00000212724	ENSMUSG00000054759	Krtap5-2	KRTAP2-3
ENSG00000212724	ENSMUSG00000056885	Gm4559	KRTAP2-3
ENSG00000224978			BX682237.1
ENSG00000169116	ENSMUSG00000034981	Parm1	PARM1
ENSG00000233847			ERCC8-AS1
ENSG00000196433	ENSMUSG00000093806	Asmt	ASMT
ENSG00000224839			RPL12P17
ENSG00000215032			GNL3LP1
ENSG00000155961	ENSMUSG00000031202	Rab39b	RAB39B
ENSG00000234031			RPS3AP44
ENSG00000229254			OR8C1P
ENSG00000213417	ENSMUSG00000109859	Gm45618	KRTAP2-4
ENSG00000213417	ENSMUSG00000110324	Gm40460	KRTAP2-4
ENSG00000213417	ENSMUSG00000054759	Krtap5-2	KRTAP2-4
ENSG00000213417	ENSMUSG00000056885	Gm4559	KRTAP2-4
ENSG00000268906			AC011473.3
ENSG00000268390			AC011473.1
ENSG00000286285			AL138778.1
ENSG00000237230			KRTAP2-5P
ENSG00000229150			CRYGEP
ENSG00000104371	ENSMUSG00000031535	Dkk4	DKK4
ENSG00000263368			AC069366.1
ENSG00000073921	ENSMUSG00000039361	Picalm	PICALM
ENSG00000240871	ENSMUSG00000045109	Krtap4-7	KRTAP4-7
ENSG00000240871	ENSMUSG00000078130	Gm11555	KRTAP4-7
ENSG00000266872			AC015688.6
ENSG00000212123	ENSMUSG00000090273	Prr22	PRR22
ENSG00000213579			AL096829.1
ENSG00000224493			AC093156.1
ENSG00000137968	ENSMUSG00000028360	Slc44a5	SLC44A5
ENSG00000237213			RPL23AP22
ENSG00000237011			AL357793.2
ENSG00000258857			AL359397.1
ENSG00000167759	ENSMUSG00000054046	Klk13	KLK13
ENSG00000250243			AC110296.1
ENSG00000100490	ENSMUSG00000020990	Cdkl1	CDKL1
ENSG00000233057			EEF1A1P14
ENSG00000260265			LINC02562
ENSG00000226640			AL357793.1
ENSG00000267157	ENSMUSG00000007603	Dus3l	AC011499.1
ENSG00000227240			AL136456.1
ENSG00000283503			LINC01902
ENSG00000286576			AC121334.4
ENSG00000250315			AC110760.2
ENSG00000270824			IGHD5OR15-5B
ENSG00000267413			LINC01901
ENSG00000282268			IGHD2OR15-2B
ENSG00000259698			FAM30C
ENSG00000258710			LINC01193
ENSG00000065833	ENSMUSG00000032418	Me1	ME1
ENSG00000250045			CBX3P3
ENSG00000153037	ENSMUSG00000014504	Srp19	SRP19
ENSG00000080189	ENSMUSG00000017664	Slc35c2	SLC35C2
ENSG00000178403	ENSMUSG00000027967	Neurog2	NEUROG2
ENSG00000100253	ENSMUSG00000022613	Miox	MIOX
ENSG00000250678			AC008629.2
ENSG00000248979			LAMTOR3P2
ENSG00000249494			AC008629.1
ENSG00000249532			MIR302CHG
ENSG00000275773			AL590227.1
ENSG00000276290			RBBP4P3
ENSG00000274844			AL512427.1
ENSG00000268034			AC243960.2
ENSG00000287598			AL512427.2
ENSG00000172869	ENSMUSG00000037416	Dmxl1	DMXL1
ENSG00000269800			PLEKHA3P1
ENSG00000268355			AC243960.3
ENSG00000115761	ENSMUSG00000061458	Nol10	NOL10
ENSG00000270164			LINC01480
ENSG00000275440			AC009892.1
ENSG00000168961			LGALS9
ENSG00000270185			IGHD1OR15-1B
ENSG00000270451			IGHD4OR15-4B
ENSG00000282089			IGHD3OR15-3B
ENSG00000258494			OR11J5P
ENSG00000259071			AL359397.2
ENSG00000258855			OR11J2P
ENSG00000259025			AC037471.1
ENSG00000258982			AL133523.1
ENSG00000258904			AL157871.5
ENSG00000259052			AL157871.6
ENSG00000225249			LINC00378
ENSG00000268027			AC243960.1
ENSG00000258504			AL157871.1
ENSG00000225813			AC009299.1
ENSG00000100811	ENSMUSG00000021264	Yy1	YY1
ENSG00000279657			AL161901.1
ENSG00000143595			AQP10
ENSG00000255909			PDCD5P1
ENSG00000227510			LINC01442
ENSG00000140479	ENSMUSG00000030513	Pcsk6	PCSK6
ENSG00000106948	ENSMUSG00000039158	Akna	AKNA
ENSG00000139154	ENSMUSG00000030232	Aebp2	AEBP2
ENSG00000236608			EIF4A1P6
ENSG00000007129	ENSMUSG00000007209	Ceacam9	CEACAM21
ENSG00000007129	ENSMUSG00000078795	Ceacam15	CEACAM21
ENSG00000219951			AL391416.1
ENSG00000213928	ENSMUSG00000002325	Irf9	IRF9
ENSG00000276968			AL158196.1
ENSG00000232068			AF003529.1
ENSG00000136159	ENSMUSG00000033405	Nudt15	NUDT15
ENSG00000224908			TIMM8BP2
ENSG00000139372	ENSMUSG00000034674	Tdg	TDG
ENSG00000283638			AC002407.2
ENSG00000232664			LARP1BP3
ENSG00000223794			COX5BP8
ENSG00000230660			HCG18
ENSG00000228573			AL138962.1
ENSG00000242138			BX927168.2
ENSG00000234145			NAP1L4P3
ENSG00000238226			HLA-DQB1-AS1
ENSG00000203952	ENSMUSG00000073207	Ccdc160	CCDC160
ENSG00000229423			RPL27AP8
ENSG00000225511			LINC00475
ENSG00000228191			AL512326.4
ENSG00000225824			HLA-DQB1
ENSG00000287456			AL157369.1
ENSG00000214961			FO393409.1
ENSG00000227848			SUCLA2-AS1
ENSG00000260388			LINC00562
ENSG00000136143	ENSMUSG00000022110	Sucla2	SUCLA2
ENSG00000197119	ENSMUSG00000021265	Slc25a29	SLC25A29
ENSG00000236717			AL354751.2
ENSG00000280681			NEK4P1
ENSG00000270159			AC018695.3
ENSG00000280973			AP000457.2
ENSG00000131148	ENSMUSG00000031819	Emc8	EMC8
ENSG00000231128			AL137856.1
ENSG00000272813			OLA1P1
ENSG00000273616			NDUFA6-DT
ENSG00000081019	ENSMUSG00000044098	Rsbn1	RSBN1
ENSG00000272157			AC107373.2
ENSG00000280014			AC243960.7
ENSG00000277586	ENSMUSG00000022055	Nefl	NEFL
ENSG00000269266			DNAJC19P2
ENSG00000239736			CEACAMP3
ENSG00000272901			SMDT1
ENSG00000204475			NCR3
ENSG00000105352			CEACAM4
ENSG00000262303			AL021878.1
ENSG00000221869	ENSMUSG00000071637	Cebpd	CEBPD
ENSG00000272765			NDUFA6
ENSG00000285706			AL807776.1
ENSG00000129437	ENSMUSG00000044737	Klk14	KLK14
ENSG00000268997			DNAJC19P3
ENSG00000269354			AC243960.5
ENSG00000268582			AC243960.4
ENSG00000172818	ENSMUSG00000024922	Ovol1	OVOL1
ENSG00000134262	ENSMUSG00000032952	Ap4b1	AP4B1
ENSG00000134262	ENSMUSG00000105053	Gm43064	AP4B1
ENSG00000007306			CEACAM7
ENSG00000287487			AC104633.1
ENSG00000138771	ENSMUSG00000029381	Shroom3	SHROOM3
ENSG00000287669			AC104633.2
ENSG00000240156			COX6CP6
ENSG00000131143	ENSMUSG00000031818	Cox4i1	COX4I1
ENSG00000206557	ENSMUSG00000079259	Trim71	TRIM71
ENSG00000172725	ENSMUSG00000024835	Coro1b	CORO1B
ENSG00000239865			RPP21
ENSG00000129625	ENSMUSG00000005873	Reep5	REEP5
ENSG00000283625			AC128714.1
ENSG00000198730	ENSMUSG00000005609	Ctr9	CTR9
ENSG00000272721			AC131235.3
ENSG00000255120			OVOL1-AS1
ENSG00000163463	ENSMUSG00000042747	Krtcap2	KRTCAP2
ENSG00000259529	ENSMUSG00000047098	Rnf31	AL136295.5
ENSG00000139579	ENSMUSG00000025374	Nabp2	NABP2
ENSG00000161202	ENSMUSG00000003233	Dvl3	DVL3
ENSG00000183813	ENSMUSG00000047898	Ccr4	CCR4
ENSG00000255404			AP001266.1
ENSG00000142544	ENSMUSG00000038888	Ctu1	CTU1
ENSG00000224809			BEND3P2
ENSG00000100911	ENSMUSG00000079197	Psme2	PSME2
ENSG00000100911	ENSMUSG00000078153	Psme2b	PSME2
ENSG00000276717			PRSS47
ENSG00000268581			SIGLEC18P
ENSG00000236115			AL136097.2
ENSG00000251326			LINC02479
ENSG00000248877			PGBD4P4
ENSG00000249018			GAPDHP56
ENSG00000280059			AC093831.2
ENSG00000196152			ZNF79
ENSG00000250503			AC093831.1
ENSG00000226533			BTBD9-AS1
ENSG00000129450	ENSMUSG00000030474	Siglece	SIGLEC9
ENSG00000287682			AC020651.2
ENSG00000287924			AC093902.1
ENSG00000086548			CEACAM6
ENSG00000183826	ENSMUSG00000062202	Btbd9	BTBD9
ENSG00000204482	ENSMUSG00000073412	Lst1	LST1
ENSG00000105388			CEACAM5
ENSG00000279797			LINC02339
ENSG00000080802	ENSMUSG00000038784	Cnot4	CNOT4
ENSG00000197991	ENSMUSG00000050505	Pcdh20	AL592490.1
ENSG00000280165	ENSMUSG00000050505	Pcdh20	PCDH20
ENSG00000185499	ENSMUSG00000042784	Muc1	MUC1
ENSG00000163673	ENSMUSG00000032500	Dclk3	DCLK3
ENSG00000233860			AC107072.2
ENSG00000249278			AC112249.1
ENSG00000224218			AC107072.1
ENSG00000237268			AC092447.7
ENSG00000275269			FCAR
ENSG00000248885			AC118465.1
ENSG00000250928			AC008629.3
ENSG00000287602			AC100808.1
ENSG00000110031	ENSMUSG00000024696	Lpxn	LPXN
ENSG00000270184			AC018695.4
ENSG00000248753			AC008406.2
ENSG00000260619			AC068870.1
ENSG00000118231			CRYGD
ENSG00000249647			C5orf66-AS2
ENSG00000277782			AC068870.2
ENSG00000140406	ENSMUSG00000070462	Tlnrd1	TLNRD1
ENSG00000258864			AC008575.1
ENSG00000249082			C5orf66-AS1
ENSG00000234818			AC007314.1
ENSG00000226437			TRIM39
ENSG00000224186			C5orf66
ENSG00000204880	ENSMUSG00000109859	Gm45618	KRTAP4-8
ENSG00000204880	ENSMUSG00000110324	Gm40460	KRTAP4-8
ENSG00000204880	ENSMUSG00000054759	Krtap5-2	KRTAP4-8
ENSG00000204880	ENSMUSG00000056885	Gm4559	KRTAP4-8
ENSG00000134982	ENSMUSG00000005871	Apc	APC
ENSG00000185518	ENSMUSG00000053025	Sv2b	SV2B
ENSG00000267990			AC063977.2
ENSG00000241241	ENSMUSG00000109859	Gm45618	KRTAP4-16
ENSG00000241241	ENSMUSG00000110324	Gm40460	KRTAP4-16
ENSG00000241241	ENSMUSG00000054759	Krtap5-2	KRTAP4-16
ENSG00000241241	ENSMUSG00000056885	Gm4559	KRTAP4-16
ENSG00000242042			LINC01743
ENSG00000198001	ENSMUSG00000059883	Irak4	IRAK4
ENSG00000163254	ENSMUSG00000025952	Crygc	CRYGC
ENSG00000227728			AL356583.2
ENSG00000268833			AC243967.2
ENSG00000217227			AL079341.2
ENSG00000267881			AC243967.1
ENSG00000230813			AL356583.4
ENSG00000229112			AL356583.3
ENSG00000233940			RPL12P45
ENSG00000270021			AC026691.1
ENSG00000212722	ENSMUSG00000109859	Gm45618	KRTAP4-9
ENSG00000212722	ENSMUSG00000110324	Gm40460	KRTAP4-9
ENSG00000212722	ENSMUSG00000054759	Krtap5-2	KRTAP4-9
ENSG00000212722	ENSMUSG00000056885	Gm4559	KRTAP4-9
ENSG00000197056	ENSMUSG00000043872	Zmym1	ZMYM1
ENSG00000142156	ENSMUSG00000001119	Col6a1	COL6A1
ENSG00000162851	ENSMUSG00000026492	Tfb2m	TFB2M
ENSG00000277619			AC008406.3
ENSG00000138095	ENSMUSG00000024120	Lrpprc	LRPPRC
ENSG00000180917	ENSMUSG00000046441	Cmtr2	CMTR2
ENSG00000224529			AC093698.1
ENSG00000170956			CEACAM3
ENSG00000213402	ENSMUSG00000045826	Ptprcap	PTPRCAP
ENSG00000113648	ENSMUSG00000015937	Macroh2a1	MACROH2A1
ENSG00000171101			SIGLEC17P
ENSG00000212721	ENSMUSG00000109859	Gm45618	KRTAP4-11
ENSG00000212721	ENSMUSG00000110324	Gm40460	KRTAP4-11
ENSG00000212721	ENSMUSG00000054759	Krtap5-2	KRTAP4-11
ENSG00000212721	ENSMUSG00000056885	Gm4559	KRTAP4-11
ENSG00000287969			AL355474.1
ENSG00000284753	ENSMUSG00000115219	Eef1akmt4	EEF1AKMT4
ENSG00000287074			AC137561.1
ENSG00000240328			AC091805.1
ENSG00000271462			AC091805.2
ENSG00000245205			EEF1A1P4
ENSG00000173093			CCDC63
ENSG00000148541	ENSMUSG00000043259	Fam13c	FAM13C
ENSG00000284917	ENSMUSG00000022842	Ece2	EEF1AKMT4-ECE2
ENSG00000284917	ENSMUSG00000115293	Gm49333	EEF1AKMT4-ECE2
ENSG00000119698	ENSMUSG00000021209	Ppp4r4	PPP4R4
ENSG00000180846			CSNK1G2-AS1
ENSG00000255991			AC121334.1
ENSG00000250560			AC093870.1
ENSG00000133275	ENSMUSG00000003345	Csnk1g2	CSNK1G2
ENSG00000214144			AL390728.1
ENSG00000269681			AC063977.7
ENSG00000248646			AC096759.1
ENSG00000261260			AC106736.1
ENSG00000251454			AC025244.2
ENSG00000250735			AC096759.2
ENSG00000232347			AL390728.5
ENSG00000235818			VN1R17P
ENSG00000251383			LINC02483
ENSG00000275525			LILRA1
ENSG00000227671			AL390728.4
ENSG00000251185			AC025244.1
ENSG00000168995	ENSMUSG00000030474	Siglece	SIGLEC7
ENSG00000270273			AC121334.2
ENSG00000181163	ENSMUSG00000057113	Npm1	NPM1
ENSG00000173208	ENSMUSG00000055782	Abcd2	ABCD2
ENSG00000229153			EPHA1-AS1
ENSG00000269119			HNRNPA1P52
ENSG00000278239			AC243967.3
ENSG00000162733	ENSMUSG00000026674	Ddr2	DDR2
ENSG00000221855	ENSMUSG00000048284	Tas2r126	TAS2R41
ENSG00000113719	ENSMUSG00000001576	Ergic1	ERGIC1
ENSG00000164244	ENSMUSG00000024594	Prrc1	PRRC1
ENSG00000176510			OR10AC1
ENSG00000273111	ENSMUSG00000062732	Lypd4	LYPD4
ENSG00000159840	ENSMUSG00000029860	Zyx	ZYX
ENSG00000110696	ENSMUSG00000030663	1110004F10Rik	C11orf58
ENSG00000285732			AC121334.3
ENSG00000235886			AC006055.1
ENSG00000214160	ENSMUSG00000033809	Alg3	ALG3
ENSG00000271192			AC006058.2
ENSG00000272121			AC006058.3
ENSG00000261786			AC006058.1
ENSG00000280748			AC233280.7
ENSG00000280435			AC006058.4
ENSG00000236374			USP8P1
ENSG00000227073			SDHDP2
ENSG00000281901			AC233280.18
ENSG00000229430			RPL3P2
ENSG00000241280			AC106712.2
ENSG00000229103			WASF5P
ENSG00000142025	ENSMUSG00000011349	Dmrtc2	DMRTC2
ENSG00000214407			LINC02085
ENSG00000231710			CR759814.1
ENSG00000267237			AC073135.2
ENSG00000250213			AC025554.1
ENSG00000248715			AC105424.1
ENSG00000250102			LINC02377
ENSG00000092098	ENSMUSG00000047098	Rnf31	RNF31
ENSG00000229014			RPL30P13
ENSG00000254787			AP001825.1
ENSG00000249416			AC107393.1
ENSG00000110693	ENSMUSG00000051910	Sox6	SOX6
ENSG00000251676			SNHG27
