StartMatrix : [16716, 1, 2090]
Stats : 35029096
AID	norel	lohi	lolo	hihi	hilo	eqv	opp
ACSL1	7006	12	535	532	197	70	6
SEC61G	6752	18	755	239	147	440	7
ERRFI1	8125	6	138	53	18	18	0
GART	8022	9	197	93	23	14	0
FBXO31	6903	16	417	606	65	344	7
SOBP	8119	0	81	98	16	44	0
LOC440836	7194	577	76	11	350	22	128
LOC728937	7478	49	745	5	6	63	12
LOC729436	7380	85	150	477	83	172	11
TM4SF18	8120	0	5	218	3	12	0
UBL3	6235	5	548	1110	165	276	19
IGH@	7659	4	656	28	3	8	0
SERPINB9	7645	2	233	433	20	24	1
MALT1	5758	7	624	1213	229	501	26
SOX7	7666	0	34	566	48	44	0
EMP3	7319	9	462	291	158	116	3
ZNF415	7622	0	151	544	36	5	0
ECHDC3	8285	1	67	3	2	0	0
LOC286052	7182	5	511	330	126	197	7
STAT6	7060	227	400	77	106	399	89
IQGAP2	7539	13	408	216	38	136	8
SEMA6C	6939	11	0	8	701	165	534
EDN1	8176	0	53	116	3	10	0
MINPP1	7007	38	759	69	12	386	87
GDAP2	7437	0	6	884	20	11	0
S100A14	7226	17	739	142	91	143	0
DYRK2	5238	35	1316	800	153	589	227
ZDHHC9	5309	136	1425	160	12	939	377
RNF219	6497	27	548	600	98	576	12
ABI3BP	7278	1	332	453	208	86	0
CENPJ	8348	0	8	1	1	0	0
C1QC	6473	1	209	1186	280	208	1
MTM1	7054	17	661	361	77	181	7
SLC20A2	7702	0	104	346	36	168	2
SPNS3	8358	0	0	0	0	0	0
C1orf57	6803	9	615	537	93	286	15
C1orf125	8248	0	6	101	3	0	0
GSTM3	8083	1	185	82	7	0	0
RP11-145E5.4	7709	0	55	257	305	32	0
MIA3	6226	10	621	779	173	494	55
RABGAP1L	6846	0	55	1362	87	8	0
PCSK5	7762	5	74	183	321	10	3
ZCCHC10	6160	22	896	730	176	334	40
ITFG1	6399	19	576	474	71	794	25
PRR17	7243	200	1	18	347	258	291
CTD-2267G17.3	7909	0	0	0	15	36	398
MT1M	7728	0	93	251	277	9	0
UBE3B	8337	0	9	0	0	12	0
CITED2	6683	1	307	1059	232	75	1
EFHC2	8297	0	3	56	2	0	0
IMP3	6076	8	403	927	212	727	5
MRPS25	8238	0	9	99	3	9	0
SLC4A1AP	7296	22	401	15	1	548	75
LOC144871	4861	86	1705	731	143	488	344
HOXB9	6936	3	75	812	430	100	2
TBX18	7730	90	13	9	243	70	203
MTMR12	6210	67	1159	183	25	473	241
IL1RN	8240	0	9	91	17	1	0
C8orf58	6700	60	1	10	508	216	863
IRAK1BP1	6525	4	248	1135	167	277	2
STK3	6844	14	354	540	79	522	5
ZNF271	6426	1	302	1292	233	95	9
ILK	7478	12	622	3	0	240	3
EP400	7815	21	65	106	288	45	18
ANAPC4	7797	84	140	99	113	102	23
LOC401463	5128	718	139	26	1402	366	579
MAGEH1	7402	2	343	328	143	140	0
SPRY1	6270	33	770	453	73	555	204
NKX3-1	6724	67	1	7	593	194	772
SNX9	7887	40	313	0	0	118	0
IFIT2	7635	0	220	408	65	30	0
MYOT	7271	0	70	645	273	99	0
AKAP11	5997	168	1219	18	1	719	236
LOC219854	6416	44	831	40	2	825	200
WHSC1	7919	7	101	278	28	24	1
MGC3205	5426	5	367	1341	301	889	29
LOC283875	4664	697	130	31	1626	403	807
ZNF341	8061	1	10	187	55	42	2
TRPC1	7864	5	51	183	158	92	5
PDE6D	5770	11	1052	646	178	620	81
LNX1	7575	6	512	116	8	138	3
MAP9	7762	0	87	424	70	15	0
ARPC4	5803	7	323	1280	390	551	4
C2orf43	6281	8	336	963	139	618	13
TRAPPC1	6788	42	533	265	181	533	16
RANBP2	6489	156	949	1	0	583	180
NKTR	8299	0	3	48	0	8	0
SYNC1	6875	10	460	673	205	109	26
CYP4A22	7496	0	0	28	399	98	337
NT5DC1	5916	172	1360	116	1	572	221
LOC100129069	7373	0	0	31	300	144	510
PPP4R1	8193	5	89	4	0	57	10
GABARAPL1	8307	0	48	1	0	2	0
SMNDC1	8157	5	88	0	0	72	36
LOC257396	7103	1	11	627	508	106	2
RPL15	6900	38	777	254	36	315	38
ZNF83	7832	1	199	254	8	64	0
CA7	7429	115	300	106	276	104	28
FXN	6451	7	186	971	269	469	5
PTPLAD2	7030	0	122	875	148	183	0
LOC492311	7533	4	280	384	12	145	0
SP140	8127	0	8	107	69	47	0
SYT9	8291	0	0	13	11	31	12
PARP8	7960	0	44	343	5	6	0
VWCE	7270	192	13	3	356	77	447
UBE2G2	5849	24	1185	446	49	539	266
LARP2	5984	40	983	655	201	408	87
ACAA1	7913	2	193	58	12	179	1
ZNF228	7109	0	6	620	535	88	0
HOOK3	7811	0	141	334	21	51	0
KLHDC4	8096	58	111	25	31	36	1
HSP90AB1	5737	9	347	1329	394	538	4
TMEM182	7189	24	95	599	304	135	12
FBXO45	7269	0	7	459	518	103	2
RRAGD	7630	0	34	625	34	35	0
PKIB	7256	15	550	219	158	150	10
MARVELD3	7768	6	218	229	35	101	1
PDXP	7183	25	274	268	371	172	65
RBM41	6455	6	344	845	222	476	10
CENPN	6819	18	201	729	243	330	18
MACROD1	7507	1	75	630	58	87	0
POLR2J	6621	25	505	481	213	505	8
LOC399491	7414	536	152	4	177	13	62
LRRC49	7054	12	223	468	151	446	4
ZFAND1	5931	237	1386	9	1	577	217
NDUFS2	7422	13	699	29	52	140	3
TIMP1	7075	1	119	931	149	82	1
SRD5A1	6008	30	833	903	274	307	3
SIRT1	5915	58	1168	133	17	840	227
MLXIP	8151	0	29	145	31	2	0
IFT74	6210	22	779	868	246	217	16
SORL1	8160	0	122	51	0	25	0
PLAUR	8301	0	9	36	3	9	0
GHRHR	8358	0	0	0	0	0	0
KCTD15	8153	0	17	185	2	1	0
TIMP3	7832	0	345	113	16	52	0
GAD2	8152	0	0	15	63	76	52
ZNF432	6397	6	393	897	198	457	10
CETN3	6070	180	1217	3	0	646	242
SEC24D	6394	14	631	947	284	81	7
KIAA1881	5935	590	185	75	990	168	415
KDELR1	5931	9	352	1143	341	578	4
IGJ	6944	11	1110	198	46	48	1
RUNX2	6820	0	253	1050	168	67	0
NOLA1	7884	15	148	0	0	261	50
FBP1	6510	60	506	808	95	340	39
ARHGAP21	7728	54	331	0	0	211	34
ZNF267	5968	23	705	816	215	556	75
ASS1	8204	1	11	140	0	2	0
CMA1	8340	0	0	14	4	0	0
NHP2L1	5715	39	1293	557	72	559	123
PDE4C	6773	464	106	55	813	58	89
SCYL3	7712	6	294	71	4	262	9
SEPT8	8016	2	163	48	26	81	22
DNAH3	7080	159	17	80	803	52	167
C17orf45	6068	43	1080	726	163	234	44
PBXIP1	7060	361	536	31	89	144	137
TACSTD2	6881	1	85	610	676	97	8
GMPS	7074	32	330	166	127	559	70
FAM3B	8347	0	1	2	8	0	0
RP11-679B17.1	8033	0	19	253	30	23	0
OS9	7092	19	632	74	111	421	9
TIAL1	6379	30	841	608	84	383	33
RBM15	8251	0	5	78	12	12	0
UBE2M	6295	6	282	887	260	622	6
ZNF207	5796	43	1232	581	104	513	89
PIGX	5446	8	684	1311	378	525	6
PRMT6	5177	19	1087	1245	404	397	29
MDC1	7664	84	206	177	77	148	2
ZNF32	6662	19	362	807	130	369	9
NDUFS4	6385	10	467	675	178	635	8
ZNF462	8255	4	9	20	59	6	5
WHSC2	8358	0	0	0	0	0	0
KIAA0644	7981	0	28	314	33	2	0
LOC100129762	7021	2	113	853	304	61	4
APOE	6961	1	25	1075	266	30	0
PAPPA	7642	0	2	401	306	7	0
RPP25	7888	0	29	324	72	45	0
C12orf56	8354	0	0	4	0	0	0
TFF3	7518	3	500	282	20	35	0
C6orf162	4969	20	886	1251	375	728	129
FGFR3	7863	37	131	62	239	16	10
SLC2A12	8055	16	82	54	141	7	3
CHD6	7471	0	9	297	486	86	9
C10orf81	7800	0	3	210	343	2	0
LAPTM5	7083	11	1032	132	15	85	0
RNF170	4837	24	1034	1368	386	664	45
INADL	7319	18	314	381	130	134	62
BRCA2	7455	0	11	540	319	33	0
AMBRA1	7254	15	119	290	379	237	64
PRSS3	7141	7	274	596	183	153	4
DAP3	7994	0	91	0	0	264	9
GANAB	6208	13	369	895	292	577	4
TMPRSS13	8304	0	0	0	53	1	0
RPL36A	6844	22	455	401	133	498	5
BAGE2	8292	0	0	14	46	5	1
PDE5A	7362	3	415	405	98	75	0
ITGA9	7655	4	303	340	29	27	0
MRPS18B	5802	7	261	1284	354	647	3
SPTLC2	6464	91	1061	194	14	445	89
B9D1	7096	14	102	784	241	108	13
ASPA	7349	0	203	489	195	122	0
TJP3	7314	32	64	285	536	86	41
EP300	7522	39	244	392	71	86	4
CSPG4	7261	203	43	45	507	31	268
PPM1D	4959	21	1089	1307	355	549	78
SLC30A6	7017	104	565	0	0	549	123
DHX30	4914	56	1588	600	102	739	359
RAB32	7066	4	171	708	56	339	14
TANK	6220	25	915	545	139	334	180
SPEG	8329	0	0	8	1	20	0
CD19	7752	21	15	100	438	28	4
BDP1	6142	189	1229	3	0	564	231
RPAP3	5062	22	1007	1179	422	566	100
KLF2	8115	2	67	92	76	6	0
SDCCAG8	8293	0	16	20	0	29	0
C1orf51	8210	3	145	0	0	0	0
BCL2A1	8289	0	3	65	0	1	0
EID1	5869	37	1451	517	154	253	77
CDKN2C	6706	13	712	513	127	279	8
LTF	8117	0	4	162	54	21	0
ITGB1	5819	12	1041	934	220	317	15
CC2D2B	5821	356	22	13	1220	255	671
ASCL2	6999	1	85	466	724	72	11
KIAA1627	8153	7	101	0	0	89	8
NIP7	5000	42	1284	887	289	674	182
DNAJC8	6843	0	29	676	484	296	30
C11orf30	7740	5	52	393	70	97	1
VARS	7707	9	348	112	43	138	1
ZNF295	5888	16	827	827	269	507	24
UBE2G1	5437	64	1387	256	40	860	314
CNPY3	6619	2	172	1123	156	285	1
ACOT11	7149	118	489	65	266	158	113
TINAG	7966	4	90	264	34	0	0
ETS2	6981	10	318	818	129	99	3
SSU72	8358	0	0	0	0	0	0
LMAN2	7413	4	538	56	13	306	28
SLC26A1	7025	0	0	40	444	192	657
DHRS7B	5898	32	752	592	96	800	188
SCN2A	8038	10	0	4	148	64	94
TOMM70A	5097	147	1511	158	9	1033	403
BCCIP	5302	53	1189	590	197	871	156
ELP3	7491	50	333	186	53	228	17
POLI	7211	6	319	623	72	124	3
MAML1	7679	34	293	0	0	262	90
SLC25A46	6970	118	661	0	0	474	135
C5orf33	7696	17	245	262	16	119	3
PREP	7042	62	301	410	199	333	11
UBR2	7533	3	251	295	41	233	2
PQLC3	6018	11	470	1333	243	273	10
SCAMP1	5569	203	1549	294	33	466	244
TMPRSS2	6728	14	710	507	166	232	1
THBS4	8216	13	11	52	30	33	3
INSL5	7711	0	12	433	197	5	0
RPUSD3	6375	1	176	1002	139	662	3
DEPDC1B	7161	3	176	714	60	243	1
SH3BGRL3	6901	34	946	130	114	231	2
DSEL	8099	0	3	236	0	20	0
FNDC3B	6532	46	1332	119	23	257	49
PHF23	5836	4	243	1324	338	609	4
AQR	5981	172	1118	8	0	840	239
C6orf136	6737	6	706	529	119	259	2
KLHDC5	7188	39	169	327	494	89	52
C19orf6	6914	10	209	661	214	348	2
SLC2A13	7321	5	535	292	34	170	1
KIAA1324L	8348	0	2	8	0	0	0
NR3C2	7329	18	613	109	77	200	12
ZNF174	7095	0	8	571	538	139	7
AP3M1	6553	85	866	17	1	693	143
FXC1	6015	9	360	685	135	1090	64
FMNL3	5906	218	29	80	1288	271	566
RABL3	6550	1	90	1420	107	189	1
AHCY	6084	12	440	1118	266	433	5
IER3	8124	7	134	26	48	18	1
GSPT1	6480	168	932	3	0	601	174
TGFA	7312	6	456	374	93	114	3
GOT1	7494	43	536	3	0	227	55
UBR5	7661	18	171	403	15	89	1
KCNS3	8356	0	0	2	0	0	0
LRIG1	7855	5	398	88	5	7	0
LOC728179	7437	31	715	18	0	146	11
C22orf32	8086	8	126	0	0	120	18
C1orf108	5692	7	261	1463	428	505	2
TIMM50	6739	5	415	580	96	514	9
RCAN2	7211	0	235	564	185	162	1
SLC23A3	7265	343	34	61	516	7	132
TSEN34	6978	1	383	113	24	784	75
PTPRB	7314	46	503	101	10	296	88
PLOD2	7492	11	564	115	86	85	5
LOC100132999	7834	4	426	70	3	21	0
XKRX	8240	0	0	29	79	10	0
CMIP	7101	21	445	187	193	397	14
LONP2	6106	121	1168	43	0	738	182
ELMOD2	4824	26	1351	1121	291	569	176
TBCB	8358	0	0	0	0	0	0
JARID2	7298	32	230	418	103	273	4
HNRNPU	6599	8	721	597	102	330	1
CTHRC1	7527	0	71	663	83	14	0
CHST5	8144	0	61	88	52	13	0
PPP1R9A	6336	30	604	892	290	194	12
GSPT2	7410	4	195	611	92	46	0
E2F3	7260	63	252	247	216	298	22
ANKRD2	7333	128	3	14	471	180	229
SMAD6	8358	0	0	0	0	0	0
NUPL1	7155	0	14	1152	35	2	0
CSF1R	6947	0	108	1037	114	151	1
KIAA0494	5972	67	1081	204	31	767	236
NEGR1	7214	0	59	932	105	48	0
ZNF573	7659	55	170	399	19	56	0
COX7C	6722	14	525	416	146	532	3
KIAA1530	8204	0	64	57	25	8	0
FAF1	6057	199	1268	3	0	634	197
ARHGAP8	6950	20	610	332	50	298	98
NCAPG	7241	11	215	636	22	232	1
VIM	7098	30	1136	20	2	71	1
ANPEP	7665	61	96	165	319	31	21
WDR3	6906	34	247	385	129	616	41
NUDT5	6511	42	873	419	65	416	32
XAF1	8357	0	0	1	0	0	0
LOC100134475	4901	29	1247	1176	286	496	223
LIFR	7075	4	361	442	246	227	3
OTUB2	7733	1	20	288	219	95	2
ENPP5	6734	2	224	1112	145	141	0
SLC39A10	6736	7	294	846	214	259	2
TMEM209	5512	60	1285	435	109	638	319
GPX3	6657	1	146	1177	311	66	0
IGLJ3	6530	0	59	1483	244	42	0
ARL15	7612	6	176	462	35	64	3
MLSTD1	8192	2	131	0	0	31	2
LOC100127983	8318	0	0	26	0	14	0
CTSE	8208	0	32	115	3	0	0
RPL22	6980	82	764	3	0	438	91
WFDC9	8039	0	0	5	142	50	122
DLC1	7852	0	185	251	2	68	0
HIST1H1C	7365	1	296	302	294	100	0
CNOT8	4812	124	1724	340	52	899	407
ST6GAL2	8183	0	4	133	38	0	0
REXO1L1	8358	0	0	0	0	0	0
ADCK4	5345	347	37	20	1317	364	928
EPB41L1	7784	0	8	517	41	8	0
MNDA	7548	0	40	682	72	16	0
CYB5R4	5919	23	1345	336	64	541	130
AZGP1	6871	2	76	801	511	90	7
COL5A1	8232	0	11	109	2	4	0
ANXA11	8358	0	0	0	0	0	0
SORBS1	8056	0	191	83	21	7	0
PIGK	5264	21	798	1353	348	545	29
HNRNPA3P2	5296	5	328	1684	358	679	8
ARMC8	6548	12	836	27	0	741	194
MORC3	5895	23	959	74	15	1038	354
ZNF12	6561	182	968	0	0	491	156
ATP2B4	8045	0	244	40	0	29	0
FLJ38379	8358	0	0	0	0	0	0
TNFAIP3	7282	4	594	318	80	55	25
COMT	5796	47	1096	224	30	919	246
FZD3	7636	0	23	478	184	37	0
RPAP2	6831	19	306	350	28	774	50
PHF20	6694	25	782	307	61	476	13
FAM126B	6834	11	563	593	145	147	65
CORO2A	7604	0	81	541	26	106	0
BCL11A	6966	4	515	592	136	136	9
SLC22A5	7300	2	129	470	316	140	1
USP30	6960	0	289	739	142	222	6
C9orf144	7843	0	0	5	204	81	225
LAMA4	7656	0	191	370	20	121	0
LOC162073	8357	0	1	0	0	0	0
LOC642346	8186	5	6	0	78	29	54
DNAH1	7438	40	1	10	558	71	240
NAT2	7283	1	243	739	41	51	0
FZD2	8291	4	53	6	1	2	1
WDR43	7192	3	299	446	59	355	4
MAFF	7776	17	529	29	2	5	0
CTTN	8202	0	0	6	52	27	71
COPS3	5166	36	1061	554	139	1167	235
LOC401115	8186	8	91	51	16	4	2
SET	5053	42	1449	895	299	498	122
SLCO4C1	7844	1	84	359	47	23	0
NKD1	7588	372	92	6	265	3	32
C15orf21	8320	0	13	18	7	0	0
S100A16	7162	16	905	49	23	200	3
RAB27B	5873	112	1225	565	153	332	98
CETN2	6177	49	885	477	110	625	35
FDFT1	6212	9	393	884	169	686	5
PCGF2	8218	10	1	11	67	26	25
TBPL1	5836	81	1120	63	18	949	291
LIMCH1	8246	0	21	91	0	0	0
GPC1	8357	0	0	0	0	1	0
NR1D2	6646	0	109	1346	240	17	0
RALBP1	8227	1	52	0	0	66	12
PRNP	7803	4	533	7	8	3	0
DCLRE1C	6885	2	239	879	259	81	13
SLC35B1	5951	72	1057	140	19	864	255
RAB23	7447	9	502	252	33	114	1
ISG15	8042	5	122	168	12	9	0
SUMO2	6217	11	390	815	282	636	7
GCC1	6384	43	1	83	843	311	693
OSM	8358	0	0	0	0	0	0
MRPL3	6177	232	1258	3	0	509	179
BCL10	7300	1	61	404	531	55	6
ZNF655	7736	16	270	268	26	32	10
CNNM2	6937	1	213	744	341	118	4
C1orf96	5990	27	1112	520	154	487	68
ZSCAN5	7265	61	4	17	586	187	238
PSMD12	6959	95	838	46	4	311	105
DYNC1I1	8340	0	1	9	8	0	0
SLC25A3	7915	25	265	0	0	147	6
PPP3R1	6906	2	261	898	122	161	8
TRPM4	7770	0	189	314	43	40	2
PELI1	7510	98	572	0	0	161	17
SDPR	7725	0	68	441	55	69	0
RGS2	7811	0	323	75	110	39	0
NOL6	8003	0	0	8	123	43	181
TSPAN31	7790	80	373	0	0	90	25
DPH3	5180	68	1500	488	86	684	352
CNTN3	6987	4	337	888	135	6	1
AADACL1	6575	28	960	375	114	271	35
FARSA	6697	10	395	516	152	585	3
TFAP2A	7847	65	17	40	373	7	9
PRPSAP1	7029	65	639	8	0	503	114
EIF3I	5370	116	1233	145	11	1138	345
PSMG1	5536	251	1591	27	2	688	263
NDUFB5	5554	26	1039	553	91	962	133
RPL3L	8064	0	0	11	146	74	63
CHMP4C	7593	2	234	410	49	68	2
PID1	6995	9	665	471	144	71	3
FAM101A	8244	0	19	69	23	3	0
CXCR4	8015	0	174	111	43	15	0
RNF43	6971	14	133	445	643	100	52
NAT11	8160	15	129	9	3	21	21
SLC7A11	7966	0	1	295	94	2	0
NFATC3	5955	2	535	1304	307	244	11
DHCR24	7965	0	217	144	6	26	0
LOC100132181	8204	3	15	105	31	0	0
EREG	8126	4	91	104	27	6	0
H2AFX	7285	13	768	100	40	148	4
CRNKL1	5233	30	989	1061	299	634	112
MRPL37	5224	36	1383	750	144	628	193
ZNF423	7711	0	173	348	51	75	0
EDIL3	7157	3	473	388	226	103	8
UNQ1887	8167	6	100	0	0	76	9
CALML3	7789	55	2	15	236	101	160
DRG1	7189	32	553	60	3	472	49
FAM83H	8164	0	59	9	121	5	0
HRASLS2	7644	32	15	257	401	4	5
LOC730052	7503	62	549	0	0	216	28
ABCB10	5191	80	1403	551	120	645	368
SIDT2	7854	33	168	161	33	107	2
METRN	7258	0	0	52	408	123	517
CDC14B	5092	21	997	1207	368	565	108
PDE3A	7447	0	15	640	240	15	1
LYRM4	5756	17	629	1056	267	623	10
LGTN	5806	26	765	841	156	718	46
NSBP1	5779	46	829	814	223	542	125
GTF2H2	6511	5	167	980	232	462	1
DIAPH3	6905	7	363	584	108	388	3
SLPI	8265	0	7	70	16	0	0
MBNL1	5332	8	464	1661	415	474	4
MRPL16	7237	55	491	0	0	485	90
SEDLP	5898	24	1001	307	31	741	356
TMEM173	6790	46	672	621	73	147	9
ITK	8094	0	0	246	2	16	0
TRAF5	7710	58	297	106	143	34	10
C4orf18	6239	1	609	1099	387	20	3
LSM2	6345	10	543	692	120	645	3
ZDHHC4	5042	27	1179	1138	389	522	61
NCOR1	8348	0	4	0	0	6	0
HMOX2	6767	13	315	373	161	720	9
RAB5B	7892	11	398	4	1	52	0
CD160	7911	0	8	401	27	11	0
ABHD7	7362	1	13	582	395	5	0
HMG20A	5617	68	1230	75	25	1007	336
MPZL3	7946	4	221	44	7	133	3
CDKL2	7446	26	94	166	429	72	125
SMPDL3A	7216	11	314	382	257	165	13
LOC554174	7627	62	0	4	330	95	240
IKBKAP	6635	168	940	0	0	482	133
PPP1R3C	7695	0	66	415	114	68	0
HCCS	6667	138	1209	10	0	220	114
UBR1	7463	79	477	0	0	270	69
TBC1D16	6771	5	201	556	423	357	45
C1GALT1C1	5667	87	1154	345	97	808	200
PDE3B	6923	0	14	637	674	107	3
LSM14B	8358	0	0	0	0	0	0
DECR1	7921	0	338	14	0	84	1
FAM123C	8358	0	0	0	0	0	0
C1orf52	7101	58	554	190	16	305	134
IQGAP3	7601	6	296	194	117	143	1
STK11	4789	674	119	31	1611	382	752
FLNC	8300	0	0	11	32	14	1
ANP32B	8019	3	180	11	1	137	7
BIRC7	7019	262	16	43	559	136	323
C12orf23	5755	57	1100	526	171	580	169
UBE2V2	5533	60	1267	89	7	955	447
ALS2CR13	5861	170	1223	34	2	788	280
KLHL8	6436	139	962	20	1	609	191
ANK3	7776	8	139	228	141	63	3
C18orf19	5956	17	536	1072	233	534	10
ADCY9	7497	21	492	127	104	114	3
STEAP1	5343	24	1064	1217	413	281	16
FRMD3	7687	0	81	549	40	1	0
ODC1	7026	25	617	307	56	323	4
CCL28	6929	7	636	578	155	50	3
TOMM22	5773	8	382	1249	365	576	5
FLJ12151	6653	538	124	44	837	68	94
TTC9B	8358	0	0	0	0	0	0
MPPE1	7814	0	0	539	5	0	0
RPL13A	6640	11	512	489	99	601	6
PCNP	5356	5	409	1526	372	680	10
KCNE1	8095	1	2	42	110	71	37
LSM12	6277	0	216	1154	286	423	2
C6orf211	6943	105	632	0	0	529	149
UBXD8	8358	0	0	0	0	0	0
FXYD3	7349	34	921	2	9	39	4
ADH6	7736	0	5	591	25	1	0
C18orf45	7395	19	0	61	563	63	257
SORD	6627	7	136	741	649	163	35
BAT1	7202	5	749	208	51	143	0
PPWD1	6218	3	471	1161	118	378	9
VAMP8	6938	15	1093	90	9	210	3
HOPX	7752	0	68	482	21	35	0
STMN1	6957	46	301	542	65	439	8
LIG4	7331	5	376	464	34	143	5
ADRA2A	8297	0	7	49	5	0	0
TMEM194	7152	4	114	684	51	348	5
CD63	7394	52	716	2	47	130	17
BCAP29	4987	32	1349	1081	317	423	169
FLJ42627	7057	410	53	30	634	61	113
SSPN	7742	1	94	371	141	9	0
MICAL2	7246	12	699	205	26	169	1
PRKCD	7116	17	533	277	153	262	0
POP5	7116	106	601	0	0	435	100
LAD1	6965	261	842	8	78	150	54
CNO	4836	12	999	984	208	1064	255
NKIRAS1	7461	9	272	349	33	225	9
GPR128	7853	0	93	329	51	32	0
DBP	7417	0	0	9	212	91	629
ZC3H7B	6589	587	122	46	841	63	110
TMEM77	6643	44	693	319	46	513	100
SECTM1	7291	126	416	120	252	101	52
FAM134B	8132	0	45	170	7	4	0
SAP30	6298	41	674	776	148	417	4
PTX3	8231	0	8	116	1	2	0
NCL	7515	3	493	172	13	162	0
PRLH	5055	557	115	43	1311	341	936
SLC25A13	8124	2	125	23	2	79	3
ANXA3	6893	85	768	322	94	183	13
STIM2	5882	5	285	1416	257	511	2
TRIB3	7046	1	73	596	538	104	0
ALPI	7042	335	444	18	253	104	162
C14orf44	7228	258	73	54	636	59	50
CACNB1	6322	18	0	60	742	204	1012
EMG1	5189	27	1181	237	40	1316	368
CUGBP2	7267	4	733	131	33	173	17
RRP1B	6154	60	965	507	111	433	128
EXPH5	6482	4	423	1157	233	57	2
MXI1	7320	7	269	450	190	113	9
RALGPS2	8263	0	0	90	2	3	0
KIAA0195	7442	0	0	5	196	196	519
IGFALS	6903	644	114	8	354	68	267
RDH11	6430	132	893	3	0	688	212
HAND1	8270	0	2	62	0	24	0
PPIL4	7829	10	117	312	59	31	0
MYO5A	7040	0	189	786	141	202	0
MUC17	8353	0	0	3	2	0	0
NUMA1	6956	86	377	237	188	473	41
ABCC1	7066	10	138	471	396	219	58
SYT5	8344	0	0	0	3	2	9
TMEM177	6974	7	647	200	51	411	68
TREM1	8346	0	0	0	12	0	0
HOOK1	7693	33	352	71	10	176	23
BZW1	4641	67	1650	486	69	1014	431
RIOK1	5491	18	1011	887	305	556	90
ALDH18A1	6240	2	368	1004	172	562	10
BTG2	8226	0	87	34	3	8	0
ARHGEF1	6736	441	34	8	562	55	522
EIF2C4	5932	9	719	866	283	523	26
SLC25A20	6957	5	267	702	229	194	4
MLX	6130	9	351	1136	169	559	4
PDZRN4	8270	0	0	69	0	19	0
TG	7310	205	96	19	358	68	302
KHSRP	8348	0	8	0	0	2	0
PCDHAC1	8270	0	0	2	24	23	39
COIL	5640	18	969	448	107	983	193
NTN1	7942	7	0	30	239	70	70
WT1	7746	8	4	6	549	1	44
SLC16A3	6962	10	110	935	277	59	5
INSIG1	7701	18	384	207	7	41	0
ANKRD37	8031	0	41	265	14	7	0
HTATIP2	8269	0	71	1	0	17	0
PPY2	8165	0	0	5	56	28	104
PDLIM3	7724	0	211	183	142	98	0
MAP1A	8345	0	0	0	2	11	0
PLD1	5833	0	114	1953	226	232	0
FAM82A	7023	4	405	683	154	86	3
CD300A	7833	0	38	371	19	97	0
SLC25A6	6404	10	871	580	126	358	9
ADA	7692	6	181	365	56	58	0
GPR137B	6083	12	629	1123	254	251	6
CXADRP1	7830	4	303	119	9	90	3
HPCAL1	6561	16	348	623	225	580	5
LINCR	6496	333	76	16	880	149	408
CAT	5638	82	1306	236	32	865	199
LOC653602	6890	17	473	689	242	42	5
RP1-27O5.1	5338	36	1118	1118	351	369	28
LOC146443	7191	20	0	13	489	117	528
MCCC2	7717	0	268	299	32	42	0
SPEF1	6699	37	1	35	710	215	661
SLC35B4	6713	16	547	576	187	167	152
ACTG2	7947	32	66	102	184	26	1
ENOPH1	5995	175	1152	8	0	776	252
PEX6	7983	7	29	268	70	1	0
chromosome 18 open reading frame 50	7264	114	429	234	36	267	14
ST7	5921	8	494	1073	269	585	8
AHCTF1	6724	17	158	452	486	405	116
EML2	5589	391	34	15	1082	336	911
FCGR2A	7490	7	201	514	50	93	3
AKR7A2	8190	21	112	0	0	25	10
TMEM123	7033	147	806	6	0	297	69
PPAT	6842	60	459	573	86	317	21
CHMP1B	6814	142	517	222	156	448	59
RBM27	6732	66	786	31	1	600	142
C11orf80	7857	0	38	417	16	30	0
TRIM26	7189	0	7	579	499	84	0
MFAP3L	8203	0	3	138	12	2	0
ARHGAP30	7549	0	79	510	56	164	0
VPS13C	6743	168	873	1	0	435	138
DUSP14	7177	95	458	219	119	265	25
DENND2A	7927	2	82	289	37	20	1
PALLD	7454	8	887	1	1	7	0
KCNB2	8309	0	0	3	16	5	25
MDM1	6891	10	689	417	51	297	3
LOC729659	6603	5	282	703	200	562	3
ZNF697	7420	43	255	351	79	202	8
C5orf3	5371	29	1031	743	182	857	145
CLP1	5890	134	1129	54	2	888	261
PTN	7006	0	120	810	294	128	0
C1orf112	7052	2	60	1007	91	146	0
POLR3B	6800	39	527	381	42	547	22
SGOL2	6944	6	226	762	110	307	3
FOXF2	7779	0	109	336	78	56	0
ADORA2B	7863	9	243	213	26	4	0
GPT2	7300	399	402	6	184	23	44
VRK1	6646	21	402	728	77	479	5
ENSA	6607	28	367	566	229	555	6
VWA3A	4904	627	86	24	1429	360	928
ITGB8	7043	5	312	705	105	187	1
TMEM126A	6121	211	1216	5	0	600	205
ZRANB1	6887	7	210	456	406	335	57
DYNC1H1	7832	12	178	293	12	31	0
BEX5	7817	26	258	236	19	2	0
ITIH5	7255	117	513	51	211	165	46
FLJ20674	8291	3	13	51	0	0	0
HERC2	7892	5	177	154	3	127	0
C10orf54	7162	204	418	127	167	148	132
SYNGR2	6010	6	462	949	184	737	10
DOK3	8163	0	29	134	0	32	0
NXN	8014	16	132	60	74	58	4
C5orf29	7958	0	7	369	12	12	0
