AffyID	name	thr	mean	mean-thr	perc	min	max	sd	thrNum	hi	int	lo
POLR3B	219459_at	7.59	7.68	0.09	0.09	5.25	9.02	0.70	94	60	132	36
ELMO2	55692_at	6.78	6.98	0.20	0.19	4.69	8.33	0.65	72	68	131	29
CASC4	224619_at	8.85	10.41	1.55	0.35	6.39	11.77	0.81	9	216	3	9
IGF1R	203628_at	7.25	7.41	0.16	0.06	5.14	9.12	0.83	88	93	86	49
ARFRP1	215984_s_at	6.24	6.54	0.30	0.11	4.71	7.67	0.69	63	122	67	39
GNL3	217850_at	7.81	8.94	1.13	0.40	4.64	10.55	0.93	17	193	22	13
RARRES1	221872_at	7.44	8.66	1.22	0.35	3.47	11.40	1.40	28	183	26	19
FAM126A	227239_at	5.83	5.98	0.15	0.09	3.63	8.61	0.97	93	89	70	69
HACE1	227471_at	5.78	5.68	-0.10	-0.11	3.73	7.93	0.77	133	37	125	66
TXNDC1	209476_at	8.56	10.09	1.53	0.26	4.54	11.75	1.06	15	211	5	12
SCN2A	206381_at	4.92	4.37	-0.55	-0.32	3.37	6.81	0.50	207	12	68	148
TNPO1	212635_at	6.87	8.23	1.37	0.38	3.96	9.98	0.85	12	213	4	11
PCDHB10	223854_at	4.33	3.79	-0.54	-0.21	2.84	6.53	0.82	185	23	55	150
CXADR	1555716_a_at	5.52	5.67	0.14	0.04	3.47	8.39	1.23	99	106	47	75
LOC342892	244640_at	5.42	4.34	-1.08	-0.33	2.92	7.43	0.69	215	10	11	207
CDH19	206898_at	4.69	4.38	-0.31	-0.15	3.00	7.48	0.99	155	42	74	112
CRLS1	223978_s_at	7.72	8.91	1.19	0.30	4.54	10.89	1.06	21	195	17	16
SCLY	219808_at	6.56	6.01	-0.55	-0.38	5.19	7.82	0.43	213	7	74	147
RB1CC1	202033_s_at	7.92	8.50	0.58	0.12	4.59	9.79	0.98	48	164	33	31
PDE4B	203708_at	6.90	6.72	-0.18	-0.10	4.32	9.36	1.07	137	62	72	94
MAPK1IP1L	212644_s_at	7.15	8.57	1.42	0.28	3.72	9.80	0.83	12	212	7	9
DDAH2	215537_x_at	8.21	8.39	0.18	0.21	6.50	9.97	0.68	77	64	127	37
RALGPS1	1554745_at	5.07	4.41	-0.66	-0.31	3.77	7.30	0.43	215	7	34	187
FAM123C	244709_at	5.62	5.11	-0.51	-0.37	4.10	7.08	0.46	208	8	87	133
SCML4	1569225_a_at	5.03	4.83	-0.20	-0.15	3.31	6.95	0.81	147	42	91	95
CBS	1553972_a_at	6.71	6.40	-0.31	-0.18	5.04	9.14	0.77	164	38	77	113
RAB31	217764_s_at	7.22	7.49	0.27	0.20	4.19	10.28	0.96	74	89	101	38
HRASLS3	209581_at	7.04	6.80	-0.24	-0.18	4.12	10.01	0.84	154	33	96	99
C15orf24	217898_at	8.18	9.47	1.29	0.32	5.23	10.76	0.68	9	216	5	7
SEPT8	208999_at	7.99	8.49	0.50	0.36	5.53	9.73	0.59	28	127	87	14
MSH3	210947_s_at	7.15	7.32	0.17	0.18	5.36	8.54	0.59	74	66	139	23
WDR67	214061_at	6.19	6.10	-0.09	-0.07	4.04	8.21	0.74	132	45	125	58
KCNH4	220802_at	6.04	5.64	-0.40	-0.27	4.84	7.66	0.47	198	11	102	115
C11orf75	219806_s_at	7.64	9.43	1.79	0.41	4.94	10.75	0.85	6	219	3	6
RNF103	202636_at	8.84	9.79	0.94	0.38	6.02	11.32	0.66	12	194	28	6
CFTR	215702_s_at	6.39	7.01	0.62	0.22	3.48	9.35	1.32	58	138	45	45
LOC387763	227099_s_at	8.11	8.03	-0.07	-0.03	4.21	11.63	1.34	122	70	73	85
FLJ21865	220349_s_at	7.77	7.67	-0.10	-0.08	5.58	10.68	0.81	131	50	93	85
KRT6A	209125_at	7.88	3.73	-4.15	-0.33	3.11	12.06	0.72	227	1	0	227
MED25	1553993_s_at	7.38	8.17	0.78	0.28	5.00	9.44	0.73	24	181	30	17
NXF3	220110_s_at	5.73	4.79	-0.94	-0.22	3.89	8.21	0.82	205	16	16	196
C14orf129	223239_at	10.29	11.14	0.86	0.31	6.77	12.75	0.88	24	181	33	14
HMGB2	208808_s_at	8.70	10.45	1.75	0.38	5.01	12.75	1.14	13	214	2	12
CHCHD5	223479_s_at	6.35	6.51	0.16	0.16	4.15	8.15	0.67	81	68	122	38
MYH14	234290_x_at	8.90	8.82	-0.08	-0.06	6.73	10.79	0.81	128	51	108	69
HSPC152	217774_s_at	9.65	9.77	0.12	0.12	6.77	11.13	0.70	88	68	129	31
SLC39A4	219215_s_at	8.51	8.79	0.28	0.26	6.00	10.66	0.68	59	88	117	23
LOC202781	235587_at	6.18	6.48	0.29	0.27	3.49	8.02	0.78	62	90	118	20
GPN3	218461_at	7.89	7.72	-0.17	-0.16	4.86	10.03	0.89	142	47	113	68
ACOX1	213501_at	8.39	8.71	0.32	0.24	5.38	10.95	1.06	72	98	97	33
B3GNT6	1552834_at	7.18	7.09	-0.09	-0.05	5.42	9.73	0.77	130	58	91	79
PPFIA1	210235_s_at	6.46	6.62	0.16	0.18	4.60	7.71	0.63	80	78	112	38
ABO	216929_x_at	5.92	6.01	0.10	0.09	4.24	8.07	0.71	95	63	118	47
MAP3K7	206854_s_at	6.22	7.31	1.09	0.32	3.72	8.54	0.76	15	206	11	11
DLGAP4	233056_x_at	8.66	8.12	-0.54	-0.23	6.91	11.79	0.81	187	21	58	149
NUP43	219007_at	7.86	8.53	0.66	0.41	5.40	10.10	0.71	23	154	62	12
MFSD11	223242_s_at	8.05	8.21	0.16	0.14	5.97	9.17	0.59	76	68	136	24
TAC1	206552_s_at	4.79	3.90	-0.89	-0.15	2.81	8.84	1.22	187	33	19	176
SHB	1557458_s_at	7.41	7.15	-0.26	-0.19	4.61	9.45	0.81	156	48	79	101
TMEM60	223396_at	7.36	8.69	1.33	0.35	4.07	10.05	0.83	12	209	9	10
TRIM28	200990_at	8.64	9.12	0.48	0.27	5.80	11.23	0.87	48	127	70	31
ADH5	208848_at	7.02	8.56	1.54	0.32	3.86	10.30	1.03	13	208	9	11
AGGF1	218534_s_at	6.79	7.61	0.82	0.29	3.65	8.90	0.85	26	183	29	16
PRDX1	208680_at	10.17	10.94	0.78	0.42	7.99	12.29	0.61	15	172	45	11
PTPLAD1	234000_s_at	8.48	9.77	1.30	0.21	3.99	11.75	1.39	29	189	17	22
ITGA5	201389_at	7.39	6.87	-0.52	-0.32	5.29	9.97	0.70	193	21	71	136
MYH11	201497_x_at	9.73	9.54	-0.19	-0.06	6.25	14.12	1.70	130	74	51	103
ICMT	201611_s_at	6.96	7.84	0.88	0.43	5.19	8.94	0.54	10	200	20	8
LOC100128260	1568838_at	4.81	3.62	-1.19	-0.28	2.91	6.57	0.62	217	11	1	216
ESPL1	204817_at	7.07	6.83	-0.25	-0.26	5.44	8.78	0.60	167	22	126	80
TMPRSS3	220177_s_at	4.65	4.31	-0.34	-0.19	3.28	7.36	0.67	175	22	99	107
UQCR	202090_s_at	10.25	10.90	0.65	0.34	8.70	11.83	0.48	16	182	34	12
ERC1	1563947_a_at	5.55	5.01	-0.54	-0.36	3.85	7.13	0.61	200	19	75	134
CD37	204192_at	5.99	5.70	-0.28	-0.15	3.59	9.54	1.26	145	51	72	105
ZWINT	204026_s_at	7.34	9.01	1.67	0.38	3.68	10.84	1.09	13	211	5	12
SYT13	226086_at	8.45	8.93	0.48	0.20	4.64	11.38	1.09	59	135	56	37
HTRA2	203089_s_at	7.72	7.93	0.21	0.20	5.47	9.05	0.60	67	76	128	24
XPO1	208775_at	8.36	9.91	1.55	0.42	5.01	11.81	0.93	11	214	4	10
FAIM	220643_s_at	6.36	6.26	-0.10	-0.05	3.59	8.24	0.98	128	66	81	81
CCBL1	1570651_at	5.53	4.98	-0.55	-0.28	4.39	7.41	0.49	206	13	57	158
FBLIM1	1555480_a_at	7.46	7.72	0.25	0.13	5.18	9.48	0.90	77	109	78	41
MAP3K1	225927_at	7.67	7.96	0.29	0.22	4.64	9.61	0.82	65	90	114	24
PLA2G12B	231009_at	5.16	5.03	-0.14	-0.08	3.64	7.56	0.87	136	49	98	81
PILRB	225321_s_at	7.87	7.96	0.10	0.02	4.93	11.11	1.21	103	93	65	70
ANAPC10	207845_s_at	6.23	6.41	0.18	0.11	3.94	8.01	0.90	87	92	85	51
ITGA8	242071_x_at	6.74	6.16	-0.58	-0.27	5.16	9.25	0.68	197	20	46	162
TMEM9B	222507_s_at	8.28	8.75	0.47	0.16	4.73	10.57	1.22	67	135	44	49
LOC554175	1570057_x_at	5.49	4.85	-0.65	-0.32	4.03	7.34	0.47	213	9	45	174
PS1TP4	226381_at	6.81	8.60	1.79	0.31	3.63	9.79	0.94	9	212	7	9
PRKD3	218236_s_at	6.83	7.20	0.38	0.20	3.99	9.37	1.00	63	110	89	29
KIAA1191	224502_s_at	8.19	9.57	1.38	0.26	4.91	10.53	0.81	11	211	9	8
ABI2	225098_at	7.24	7.37	0.13	0.14	4.56	9.59	0.71	87	66	126	36
FGFR3	204379_s_at	8.34	8.25	-0.09	-0.04	6.06	10.74	0.89	128	55	96	77
JDP2	226267_at	6.35	6.59	0.25	0.12	4.76	7.75	0.61	65	91	103	34
VGLL4	212399_s_at	7.37	8.24	0.87	0.47	5.32	9.82	0.58	10	192	30	6
PDK4	225207_at	8.13	8.53	0.40	0.15	5.19	11.29	1.26	73	124	46	58
CD2AP	203593_at	8.76	9.74	0.97	0.36	5.20	11.23	0.91	21	192	24	12
TRPC1	205802_at	5.21	4.97	-0.25	-0.23	3.66	7.44	0.69	162	25	121	82
C1orf91	234006_s_at	5.96	5.54	-0.42	-0.38	4.66	7.58	0.48	200	12	112	104
REG1B	205886_at	8.29	6.17	-2.12	-0.10	4.13	13.98	2.43	192	35	1	192
C12orf52	44065_at	6.62	6.38	-0.24	-0.24	4.76	8.32	0.65	164	25	130	73
TUBB6	209191_at	6.41	7.00	0.60	0.31	3.91	10.72	1.07	44	138	61	29
TMEM37	1554485_s_at	7.58	7.83	0.26	0.08	3.96	10.04	1.35	89	117	45	66
SYK	226068_at	8.05	8.12	0.07	0.08	5.16	9.53	0.73	99	63	131	34
SESN3	235683_at	5.25	4.64	-0.62	-0.16	3.27	7.57	0.86	188	26	32	170
WDR44	219297_at	7.31	7.07	-0.24	-0.18	4.63	8.83	0.82	154	40	111	77
TMEM192	1555790_a_at	7.85	8.37	0.51	0.18	4.86	9.81	0.99	54	145	50	33
NFIC	226895_at	7.97	8.19	0.22	0.17	6.09	10.81	0.71	72	80	118	30
KLK15	233477_at	6.23	6.07	-0.15	-0.08	4.42	8.48	0.81	139	52	79	97
RBPMS	209488_s_at	7.04	7.09	0.05	0.03	3.61	10.22	1.13	107	74	89	65
ADCK2	221893_s_at	7.39	7.68	0.29	0.20	5.14	8.98	0.70	61	99	102	27
MYNN	224206_x_at	7.16	7.31	0.15	0.10	4.90	8.81	0.67	82	68	133	27
ABTB2	232624_at	6.23	5.82	-0.41	-0.28	4.99	8.07	0.46	200	11	97	120
TNXB	217413_s_at	6.94	6.45	-0.50	-0.33	5.67	8.77	0.45	208	9	80	139
PLCB1	213222_at	6.94	6.44	-0.50	-0.19	3.79	10.61	1.34	161	48	50	130
IDH1	201193_at	10.23	11.62	1.39	0.34	7.04	12.89	0.78	10	214	7	7
ZNF559	224518_s_at	6.35	6.43	0.08	0.07	3.94	8.48	0.78	99	59	119	50
C7orf58	228728_at	7.41	7.43	0.01	0.01	4.89	10.57	1.00	112	77	76	75
NFIX	229834_at	5.61	5.10	-0.51	-0.33	4.18	7.34	0.48	207	9	76	143
PPIL4	1559263_s_at	5.83	5.73	-0.10	-0.06	3.26	8.25	1.10	126	65	75	88
DDEF1	224791_at	6.66	6.81	0.15	0.13	4.01	9.21	0.92	90	73	108	47
ADCY6	209195_s_at	7.52	7.63	0.12	0.11	5.67	9.10	0.64	88	66	127	35
TRAT1	217147_s_at	4.57	4.27	-0.30	-0.14	3.30	6.93	0.75	162	39	70	119
SF3B5	221263_s_at	9.70	10.09	0.39	0.25	7.43	11.59	0.67	47	116	90	22
CCNG1	208796_s_at	10.10	10.79	0.70	0.22	5.80	12.30	1.03	38	170	41	17
LGALS4	204272_at	12.68	12.99	0.31	0.22	9.88	13.85	0.60	51	104	102	22
WSB1	210561_s_at	8.11	8.67	0.56	0.24	4.40	9.92	0.90	42	146	62	20
DDX23	40465_at	7.28	7.96	0.68	0.37	5.17	9.02	0.64	21	168	51	9
DNAJC8	212490_at	6.45	6.13	-0.31	-0.27	4.50	7.74	0.60	177	23	116	89
LRP4	212850_s_at	7.26	7.29	0.03	0.03	4.85	10.33	0.98	109	75	92	61
BPTF	207186_s_at	7.29	8.34	1.05	0.36	4.83	9.80	0.88	19	193	21	14
ARID4B	221230_s_at	7.49	8.58	1.09	0.40	4.13	10.59	0.89	16	196	18	14
EPS15L1	222113_s_at	6.17	5.81	-0.37	-0.22	4.09	7.98	0.66	179	26	97	105
MYC	202431_s_at	9.60	9.30	-0.30	-0.22	5.29	11.80	1.22	148	55	79	94
C20orf91	230539_at	4.79	3.81	-0.98	-0.37	2.97	6.76	0.50	220	7	11	210
ZDHHC17	212982_at	6.85	7.13	0.28	0.24	4.52	8.33	0.63	56	86	121	21
LOC100132369	228712_at	5.61	5.15	-0.46	-0.32	4.35	7.93	0.45	205	8	91	129
NTRK1	208605_s_at	4.35	4.00	-0.35	-0.22	3.08	6.53	0.54	187	15	102	111
C8orf32	219060_at	6.87	6.79	-0.09	-0.09	4.98	8.60	0.79	129	51	105	72
NDUFAF2	228355_s_at	7.94	8.11	0.16	0.21	6.00	9.26	0.60	76	64	133	31
MED28	228992_at	7.93	8.66	0.72	0.28	4.80	10.07	0.74	25	181	34	13
MPPE1	214071_at	5.23	4.88	-0.34	-0.23	3.55	7.92	0.87	164	37	81	110
CIP29	224914_s_at	7.05	8.26	1.21	0.37	4.21	9.72	0.82	13	203	14	11
KLHL23	213610_s_at	7.75	7.44	-0.30	-0.28	5.49	9.82	0.80	164	31	104	93
PRKRA	209139_s_at	7.52	8.42	0.90	0.28	4.63	9.90	1.00	29	174	35	19
FCHO2	228220_at	8.32	9.03	0.72	0.24	4.63	10.37	0.82	29	174	40	14
C1orf125	1552870_s_at	5.33	5.33	-0.00	0.00	2.95	8.99	1.53	114	92	40	96
DHRS9	224009_x_at	8.72	9.42	0.70	0.13	4.65	12.26	1.89	69	144	28	56
POLRMT	203782_s_at	7.09	7.44	0.35	0.31	5.16	8.60	0.56	41	93	120	15
C1orf51	222997_s_at	8.04	8.88	0.83	0.29	5.43	10.92	0.86	26	182	27	19
TMTC2	235775_at	6.06	6.09	0.03	0.03	3.59	8.64	0.98	109	77	85	66
KIAA0195	222210_at	5.55	5.02	-0.53	-0.30	4.40	7.48	0.47	207	11	61	156
PRKAB2	225278_at	7.09	7.65	0.56	0.40	4.51	9.57	0.70	29	138	75	15
TINAG	240480_at	4.73	4.55	-0.18	-0.07	2.91	7.73	1.09	136	59	61	108
VANGL2	226029_at	5.76	5.59	-0.16	-0.09	3.87	8.58	0.81	141	51	85	92
SLC16A9	227506_at	8.19	8.50	0.31	0.18	5.05	11.18	1.25	81	108	64	56
APC	203525_s_at	6.90	7.13	0.24	0.17	4.66	9.39	0.91	79	101	83	44
CCR2	206978_at	5.84	5.54	-0.31	-0.18	3.81	9.03	1.07	152	46	68	114
KPNA2	201088_at	7.98	9.78	1.80	0.42	4.00	11.63	1.29	14	213	2	13
ABHD2	63825_at	6.70	8.08	1.38	0.36	3.79	10.58	1.05	17	207	4	17
TBCC	202495_at	7.82	8.15	0.33	0.25	5.43	9.32	0.55	44	102	110	16
RAD51	205024_s_at	7.51	7.37	-0.14	-0.07	5.50	9.40	0.73	141	45	115	68
GAP43	204471_at	4.05	3.44	-0.61	-0.14	2.82	7.39	0.69	197	19	30	179
ZNF638	211257_x_at	7.58	8.85	1.27	0.38	4.91	10.13	0.71	10	215	5	8
CIZ1	213977_s_at	6.86	7.22	0.36	0.22	4.72	8.92	0.78	58	114	78	36
AIM1L	220289_s_at	6.23	5.82	-0.41	-0.23	4.12	8.38	0.85	173	31	80	117
CYP4F11	206153_at	4.42	4.39	-0.03	-0.03	3.13	6.08	0.70	120	57	98	73
DIP2C	212503_s_at	6.83	6.27	-0.56	-0.36	3.62	9.47	0.85	188	28	71	129
ZFP106	222407_s_at	6.99	7.43	0.44	0.09	4.50	8.98	0.91	60	150	36	42
MSL-1	224765_at	8.26	9.34	1.08	0.33	5.80	10.18	0.61	10	208	13	7
GATAD1	214718_at	7.21	7.55	0.34	0.17	4.03	9.59	1.08	72	120	67	41
LOC120376	228338_at	6.84	6.89	0.05	0.02	4.29	9.54	0.97	106	75	87	66
BECN1	208946_s_at	7.96	9.40	1.44	0.24	4.99	10.30	0.80	11	213	6	9
TNNC1	209904_at	4.96	4.65	-0.31	-0.16	3.53	8.65	0.79	165	26	81	121
UNQ2963	1564224_x_at	6.15	5.77	-0.38	-0.31	4.89	8.23	0.50	194	11	115	102
WSB2	213734_at	7.17	8.47	1.30	0.33	3.78	10.45	1.07	18	199	14	15
RRP1B	212846_at	8.29	8.67	0.38	0.30	5.44	10.91	0.89	55	100	108	20
WDR57	215905_s_at	7.17	7.21	0.05	0.02	4.69	8.80	0.87	107	83	73	72
SIVA1	203489_at	7.48	7.61	0.13	0.11	6.10	9.37	0.62	86	60	129	39
C1orf107	204700_x_at	6.47	6.64	0.17	0.14	3.47	9.19	0.98	88	75	109	44
LOC388272	226608_at	5.17	5.23	0.06	0.06	3.49	6.69	0.67	101	58	129	41
LOC728179	234512_x_at	10.69	11.11	0.42	0.31	8.93	12.53	0.55	35	115	95	18
IL17F	234408_at	5.05	4.56	-0.48	-0.34	3.81	7.43	0.46	207	8	88	132
AHNAK	235281_x_at	6.27	5.93	-0.34	-0.15	4.12	8.99	1.12	153	46	61	121
PERP	217744_s_at	8.86	9.82	0.96	0.20	4.14	12.02	1.33	38	173	30	25
DCLK1	229800_at	4.81	4.41	-0.40	-0.16	3.13	8.19	0.93	167	33	61	134
FAM118B	223386_at	7.94	8.45	0.51	0.24	5.28	9.64	0.72	37	149	66	13
CDC123	201725_at	8.28	9.04	0.76	0.40	5.82	10.06	0.65	18	178	39	11
TGIF1	203313_s_at	7.85	8.30	0.45	0.32	4.57	10.29	0.99	54	109	92	27
SCO2	205241_at	8.43	8.76	0.33	0.30	6.67	10.27	0.62	48	99	110	19
IQGAP2	203474_at	8.18	8.53	0.35	0.19	4.55	9.90	0.86	61	117	79	32
SLC23A3	230949_at	6.03	5.88	-0.15	-0.10	4.53	8.45	0.77	141	45	90	93
HIST3H2A	221582_at	8.11	7.74	-0.37	-0.23	6.42	9.38	0.62	181	33	79	116
FAM135A	223497_at	8.62	8.57	-0.04	-0.06	5.87	10.35	0.76	123	45	139	44
CDC73	218578_at	6.69	7.54	0.85	0.30	3.12	8.98	0.85	25	186	28	14
TMEM16A	218804_at	5.07	4.82	-0.25	-0.15	3.24	8.11	0.98	148	51	73	104
FBP1	209696_at	8.35	8.46	0.11	0.12	6.53	10.40	0.65	91	66	126	36
FXC1	217981_s_at	7.55	7.68	0.14	0.14	5.25	8.99	0.64	83	65	139	24
JARID2	203298_s_at	7.11	6.93	-0.19	-0.19	5.02	9.49	0.76	149	31	120	77
CNOT1	200860_s_at	9.43	10.05	0.61	0.35	6.93	11.19	0.52	18	160	60	8
LY9	231124_x_at	5.93	5.71	-0.22	-0.16	4.30	8.06	0.64	158	29	115	84
RNASET2	217983_s_at	9.97	10.72	0.75	0.24	6.83	12.54	1.00	37	165	37	26
UQCRB	209065_at	7.49	7.88	0.39	0.24	5.34	9.35	0.69	48	122	88	18
HDDC2	203259_s_at	7.77	8.96	1.19	0.29	4.41	10.04	0.80	14	207	9	12
GPT2	224839_s_at	6.87	6.75	-0.12	-0.05	5.26	8.66	0.76	134	60	84	84
PPCS	218341_at	7.92	9.15	1.23	0.37	5.83	10.04	0.59	7	216	6	6
PSMD11	208777_s_at	8.83	9.33	0.51	0.19	6.61	10.79	0.84	48	146	49	33
PCYOX1	203803_at	6.13	7.01	0.88	0.23	3.15	9.18	1.26	42	170	26	32
B3GNT7	1555963_x_at	7.48	7.71	0.23	0.07	4.06	12.00	1.56	94	108	46	74
NKTR	231235_at	5.07	4.75	-0.32	-0.24	3.46	7.58	0.72	170	25	95	108
LOC645139	213754_s_at	6.93	8.10	1.16	0.43	4.26	9.84	0.85	14	205	11	12
KIAA0831	204568_at	6.58	6.94	0.35	0.30	4.85	7.83	0.51	37	93	122	13
GMEB1	235232_at	7.17	6.75	-0.42	-0.23	5.19	8.69	0.76	177	36	63	129
COX7B	202110_at	11.21	11.61	0.40	0.07	9.39	13.08	0.82	59	149	38	41
KALRN	227750_at	8.76	8.96	0.20	0.17	7.12	10.31	0.58	68	67	133	28
LOC440288	239792_at	5.60	5.23	-0.37	-0.14	3.87	7.34	0.79	168	37	68	123
STCH	202557_at	7.17	7.55	0.37	0.14	3.76	9.90	1.16	72	126	62	40
COL14A1	212865_s_at	5.42	5.28	-0.13	-0.06	3.59	9.64	1.12	130	68	67	93
KCNE1	208514_at	4.78	4.15	-0.63	-0.25	3.53	6.83	0.52	208	12	43	173
AKTIP	223894_s_at	7.10	7.33	0.23	0.12	5.05	8.45	0.74	73	105	89	34
LIPH	235871_at	7.38	7.22	-0.16	-0.20	5.65	9.43	0.77	144	39	113	76
CRIM1	228496_s_at	7.86	8.78	0.92	0.35	3.99	10.34	1.01	26	183	30	15
LOC285412	217448_s_at	6.04	6.20	0.16	0.09	4.44	7.51	0.69	84	84	89	55
PEA15	200787_s_at	7.08	7.33	0.25	0.10	4.93	9.43	0.98	81	112	60	56
SLC2A3	202499_s_at	5.75	5.27	-0.49	-0.21	3.44	9.07	0.99	172	41	55	132
CCR10	220565_at	5.86	5.56	-0.30	-0.20	4.00	7.95	0.75	164	37	84	107
CCNL1	1555411_a_at	7.49	7.89	0.40	0.23	5.44	10.32	0.92	60	116	68	44
ATOH8	228890_at	6.60	6.30	-0.30	-0.13	5.02	8.66	0.68	167	34	80	114
IRF2BP2	224569_s_at	9.65	11.11	1.46	0.35	6.09	12.62	0.90	11	212	8	8
SDC1	201287_s_at	9.35	9.73	0.38	0.24	7.34	11.24	0.67	47	114	92	22
NBN	202906_s_at	6.34	7.48	1.14	0.34	3.90	9.03	0.91	17	196	19	13
PPP2R1A	200695_at	8.75	9.21	0.45	0.13	5.94	10.15	0.68	44	153	50	25
CAPN14	1557321_a_at	4.55	3.21	-1.34	-0.44	2.75	5.89	0.25	227	1	0	227
KCNE3	227647_at	8.04	9.14	1.10	0.31	4.64	11.01	1.17	27	187	21	20
C5AR1	220088_at	6.51	5.57	-0.94	-0.37	4.43	9.24	0.65	214	10	16	202
KLRB1	214470_at	7.18	7.21	0.04	0.00	4.42	9.94	1.04	109	88	69	71
TCEA1	216241_s_at	9.45	10.01	0.56	0.27	6.46	11.30	0.80	38	145	61	22
NOV	214321_at	5.59	5.42	-0.17	-0.09	3.76	8.37	0.93	139	55	74	99
GCNT7	234540_at	4.17	3.61	-0.56	-0.26	2.95	6.05	0.49	207	10	55	163
TTYH3	224674_at	7.82	7.50	-0.32	-0.23	6.15	10.92	0.70	172	26	88	114
LOC388969	238768_at	5.57	6.36	0.79	0.35	3.67	8.05	0.83	27	167	39	22
LCN1	207930_at	5.80	5.33	-0.48	-0.33	4.33	8.45	0.49	203	13	85	130
FAM125A	227864_s_at	7.66	7.92	0.26	0.21	5.65	9.35	0.69	64	87	113	28
CLEC7A	221698_s_at	5.82	5.80	-0.02	-0.01	3.87	8.42	0.80	118	54	108	66
MYCNOS	216188_at	4.37	3.89	-0.47	-0.26	3.13	6.28	0.49	201	13	71	144
ECHDC3	219298_at	6.12	6.01	-0.11	-0.05	4.22	8.27	0.99	128	71	59	98
GPR107	211977_at	6.29	6.17	-0.12	-0.14	4.09	7.74	0.66	140	42	122	64
HIST1H2BD	209911_x_at	9.18	9.53	0.34	0.19	6.03	11.20	0.95	67	111	79	38
SPATA13	225564_at	6.81	7.96	1.15	0.43	4.12	10.48	0.90	13	197	22	9
DTL	222680_s_at	6.57	6.46	-0.11	-0.10	4.31	8.94	1.01	129	62	86	80
TCEB3C	1552860_at	5.20	4.28	-0.91	-0.27	3.63	7.99	0.59	214	10	17	201
SYT15	1560878_at	8.39	7.75	-0.64	-0.28	6.88	10.34	0.62	203	15	48	165
PSEN1	203460_s_at	7.17	9.07	1.91	0.28	4.11	10.48	0.95	9	216	3	9
THUMPD3	225741_at	5.95	7.15	1.21	0.40	3.70	8.95	0.94	17	201	12	15
NDUFS7	211752_s_at	8.38	8.98	0.61	0.27	6.09	10.20	0.68	29	162	53	13
NDUFS4	209303_at	8.75	9.20	0.45	0.09	5.57	10.76	0.95	59	147	38	43
SPAG1	210117_at	6.65	7.95	1.29	0.37	3.73	10.25	1.05	17	198	18	12
CCDC115	224946_s_at	7.07	8.35	1.28	0.32	4.12	9.36	0.76	11	210	9	9
GLRX2	219933_at	8.09	8.35	0.26	0.28	5.65	9.42	0.54	51	77	135	16
BSND	1552549_a_at	6.05	5.62	-0.43	-0.31	4.52	8.21	0.48	200	11	97	120
NCAPH2	221633_at	6.15	5.51	-0.63	-0.34	4.57	7.83	0.49	211	10	45	173
TSPAN31	203227_s_at	7.51	8.69	1.17	0.31	4.92	10.22	0.76	13	203	14	11
PWP1	201606_s_at	8.42	9.26	0.85	0.44	6.55	10.79	0.75	19	180	33	15
RANGAP1	1553535_a_at	6.99	7.22	0.22	0.19	5.16	9.21	0.87	79	85	94	49
FBXO21	212229_s_at	7.26	8.50	1.24	0.29	4.23	9.86	1.04	21	201	10	17
SOLH	204275_at	6.41	6.57	0.16	0.17	4.77	7.96	0.63	80	67	128	33
SMARCAD1	223197_s_at	7.33	7.72	0.39	0.30	5.01	8.74	0.61	42	107	105	16
MS4A7	223343_at	6.46	6.60	0.15	0.05	3.20	10.07	1.53	101	102	58	68
MTX1	210386_s_at	8.37	8.83	0.45	0.36	6.91	9.72	0.47	25	115	100	13
ACSM3	210377_at	7.52	7.96	0.44	0.17	4.77	10.37	1.11	65	132	51	45
CAPZA2	201238_s_at	8.61	10.09	1.48	0.28	4.51	11.73	1.02	15	207	8	13
PTMA	200772_x_at	11.07	11.58	0.51	0.17	8.09	12.98	0.84	48	150	43	35
CCL24	221463_at	6.58	6.17	-0.41	-0.15	4.54	9.45	0.89	169	37	63	128
MED12	203506_s_at	6.66	6.92	0.26	0.16	4.78	7.76	0.55	57	96	112	20
STAP1	220059_at	4.82	4.51	-0.31	-0.15	2.80	8.04	0.89	158	40	67	121
KLF15	221302_at	6.85	6.33	-0.52	-0.33	5.60	8.28	0.43	210	10	69	149
ALDH5A1	203608_at	6.56	7.65	1.08	0.29	3.73	9.18	0.97	22	192	19	17
IL28RA	244261_at	7.53	7.59	0.06	0.06	5.25	9.61	0.86	104	70	99	59
CTSE	205927_s_at	8.01	8.24	0.23	0.12	5.12	13.01	1.33	89	106	63	59
SHC1	214853_s_at	9.53	10.32	0.79	0.36	7.48	11.28	0.51	12	193	29	6
NRXN2	209982_s_at	5.47	4.92	-0.55	-0.31	3.64	7.95	0.60	201	15	66	147
ANXA11	214783_s_at	7.29	7.88	0.59	0.42	4.68	9.18	0.56	19	147	73	8
GEMIN4	205527_s_at	6.85	6.80	-0.05	-0.02	4.46	8.71	0.75	123	54	120	54
FYTTD1	224641_at	7.92	9.20	1.28	0.34	4.42	10.57	0.90	15	207	10	11
PER3	221045_s_at	6.44	6.43	-0.01	0.00	4.85	8.91	0.79	116	55	108	65
MRPL50	225581_s_at	6.34	7.47	1.13	0.44	3.58	9.26	0.92	16	193	22	13
